,,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted
Crawford,Charter Oak,0,0.15,0.0,0.0,0,0.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,DCAB,0,0.15,0.0,0.15,0,0.0,0.15,0,0.15,0.0,0.0,0.0,0.0,0.0
Crawford,Denison Ward 1,0,0.3,0.0,0.15,0,0.0,0.0,0,0.3,0.0,0.0,0.15,0.0,0.0
Crawford,Denison Ward 2-Denison Twp,0,0.3,0.0,0.3,0,0.0,0.0,0,0.45,0.0,0.15,0.0,0.0,0.0
Crawford,Denison Ward 3-Goodrich Twp,0,0.6,0.0,0.15,0,0.0,0.0,0,0.45,0.0,0.0,0.0,0.0,0.0
Crawford,Northeast,0,0.3,0.0,0.0,0,0.0,0.15,0,0.15,0.0,0.0,0.0,0.0,0.0
Crawford,SRK,0,0.15,0.0,0.15,0,0.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,Southeast,0,0.45,0.0,0.0,0,0.0,0.15,0,0.0,0.0,0.15,0.0,0.0,0.0
Dallas,ADAMS,0,0.0,0.0,0.4143,0,0.0,0.4143,0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,ADEL 1,0,0.4143,0.0,0.4143,0,0.0,0.0,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,ADEL 2,0,0.4143,0.0,0.4143,0,0.0,0.0,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,BEAVER / DES MOINES,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.0,0.0,0.0,0.0
Dallas,CLIVE 5,0,0.4143,0.0,0.8286,0,0.0,0.0,0,0.0,0.0,0.8286,0.0,0.0,0.0
Dallas,CLIVE 6,0,0.4143,0.0,1.2429,0,0.0,0.0,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,COLFAX / ADEL,0,0.0,0.0,0.4143,0,0.0,0.0,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,DESOTO,0,0.0,0.0,0.4143,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,LINCOLN /WASHINGTON /LINN,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,PERRY 1,0,0.4143,0.0,0.4143,0,0.0,0.0,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,PERRY 2,0,0.4143,0.0,0.8286,0,0.0,0.0,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,PERRY 3,0,0.4143,0.0,0.4143,0,0.0,0.0,0,0.4143,0.0,0.0,0.0,0.0,0.0
Dallas,SPRING VALLEY / DALLAS,0,0.4143,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,SUGAR GROVE / DALLAS CENTER,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.0,0.0,0.0,0.0
Dallas,UNION,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,URBANDALE 13,0,0.4143,0.0,1.2429,0,0.0,0.4143,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,URBANDALE 14,0,0.4143,0.0,0.8286,0,0.0,0.4143,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,URBANDALE 15,0,0.0,0.0,0.4143,0,0.0,0.4143,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,VAN METER,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.0,0.0,0.0,0.0
Dallas,WALNUT / GRIMES / GRANT,0,0.0,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.0,0.0,0.0,0.0
Dallas,WAUKEE 1,0,0.4143,0.0,0.8286,0,0.0,0.4143,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WAUKEE 2,0,0.8286,0.0,0.8286,0,0.0,0.0,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WAUKEE 3,0,0.4143,0.0,1.2429,0,0.0,0.0,0,0.4143,0.0,0.8286,0.0,0.0,0.0
Dallas,WAUKEE 4,0,0.4143,0.0,0.8286,0,0.0,0.4143,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,WAUKEE 5,0,0.4143,0.0,0.8286,0,0.0,0.0,0,0.0,0.0,0.8286,0.0,0.0,0.0
Dallas,WAUKEE 6,0,0.4143,0.0,0.8286,0,0.0,0.0,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 221,0,0.8286,0.0,1.2429,0,0.0,0.0,0,0.8286,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 222,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 223,0,0.4143,0.0,0.4143,0,0.0,0.4143,0,0.0,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 224,0,0.0,0.0,0.4143,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,WEST DES MOINES 225,0,0.8286,0.0,0.8286,0,0.0,0.0,0,0.8286,0.0,0.8286,0.0,0.0,0.0
Dallas,WEST DES MOINES 226,0,0.0,0.0,0.4143,0,0.0,0.4143,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 321,0,0.0,0.0,0.4143,0,0.0,0.8286,0,0.4143,0.0,0.4143,0.0,0.0,0.0
Dallas,WEST DES MOINES 322,0,0.4143,0.0,0.0,0,0.0,0.4143,0,0.0,0.0,0.0,0.0,0.0,0.0
Davis,Bloomfield Ward 1,0,0.15,0.0,0.15,0,0.0,0.0,0,0.0,0.0,0.18,0.0,0.0,0.0
Davis,Bloomfield Ward 2,0,0.0,0.0,0.36,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0.0
Davis,Bloomfield Ward 3,0,0.09,0.0,0.06,0,0.0,0.09,0,0.12,0.0,0.0,0.0,0.0,0.0
Davis,Central,0,0.12,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.12,0.0,0.0,0.0
Davis,Northeast,0,0.09,0.0,0.09,0,0.0,0.06,0,0.12,0.0,0.0,0.0,0.0,0.0
Davis,Northwest,0,0.12,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.09,0.0,0.0,0.0
Davis,Southeast,0,0.12,0.0,0.06,0,0.0,0.0,0,0.12,0.0,0.0,0.0,0.0,0.0
Davis,Southwest,0,0.15,0.0,0.06,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur,BL/FA/Lamoni,0,0.0,0.0,0.2824,0,0.0,0.4706,0,0.4235,0.0,0.5176,0.0,0.0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,0,0.0,0.0,0.0471,0,0.0,0.0471,0,0.0471,0.0,0.0471,0.0,0.0,0.0
Decatur,CE/ED/Leon,0,0.2353,0.0,0.4706,0,0.0,0.0,0,0.1412,0.0,0.1882,0.0,0.0,0.0
Decatur,DE/Decatur City,0,0.0,0.0,0.0471,0,0.0,0.0471,0,0.0471,0.0,0.0471,0.0,0.0,0.0
Decatur,FR/LC/Van Wert/Weldon,0,0.0941,0.0,0.1412,0,0.0,0.0,0,0.1882,0.0,0.0,0.0,0.0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,0,0.0941,0.0,0.1882,0,0.0,0.0,0,0.0471,0.0,0.0,0.0,0.0,0.0
Decatur,GR/RL/Grand River,0,0.0471,0.0,0.0941,0,0.0,0.0,0,0.0471,0.0,0.0,0.0,0.0,0.0
Delaware,Adams/Hazel Green,0,0.0,0.0,0.15,0,0.0,0.0,0,0.15,0.0,0.225,0.0,0.0,0.0
Delaware,Colony,0,0.225,0.0,0.075,0,0.0,0.0,0,0.0,0.0,0.075,0.0,0.0,0.0
Delaware,Delaware,0,0.15,0.0,0.15,0,0.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,Delhi/Delaware Corp,0,0.3,0.0,0.0,0,0.0,0.225,0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,Honey Creek/Elk,0,0.15,0.0,0.3,0,0.0,0.225,0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,Manchester Ward 1,0,0.15,0.0,0.225,0,0.0,0.15,0,0.225,0.0,0.15,0.0,0.0,0.0
Delaware,Manchester Ward 2,0,0.0,0.0,0.525,0,0.0,0.225,0,0.0,0.0,0.3,0.0,0.0,0.0
Delaware,Manchester Ward 3,0,0.3,0.0,0.3,0,0.0,0.225,0,0.0,0.15,0.225,0.0,0.0,0.0
Delaware,Milo/Prairie,0,0.225,0.0,0.0,0,0.0,0.3,0,0.0,0.0,0.375,0.0,0.0,0.0
Delaware,Oneida/N Fork/Bremen,0,0.0,0.0,0.375,0,0.0,0.375,0,0.0,0.0,0.225,0.0,0.0,0.0
Delaware,Richland/Coffins Grove,0,0.225,0.0,0.15,0,0.0,0.15,0,0.0,0.0,0.15,0.0,0.0,0.0
Delaware,South Fork/Union,0,0.15,0.0,0.225,0,0.0,0.15,0,0.0,0.0,0.225,0.0,0.0,0.0
Des Moines,PCT 1T,0,0.0,0.0,1.08,0,0.0,0.36,0,0.36,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT 2,0,0.72,0.0,0.72,0,0.0,0.0,0,0.72,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT 3,0,0.0,0.0,0.72,0,0.0,0.36,0,0.36,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT 4,0,0.36,0.0,0.36,0,0.0,0.0,0,0.72,0.0,0.0,0.36,0.0,0.0
Des Moines,PCT 5,0,0.72,0.0,0.72,0,0.0,0.0,0,0.36,0.0,0.0,0.0,0.0,0.0
Des Moines,PCT 6,0,0.0,0.0,0.36,0,0.0,0.0,0,0.36,0.0,0.0,0.36,0.0,0.0
Des Moines,PCT 7,0,0.36,0.0,0.72,0,0.0,0.0,0,0.72,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT 8,0,0.72,0.0,1.08,0,0.0,0.0,0,0.72,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT 9,0,0.72,0.0,1.08,0,0.0,0.0,0,0.36,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT DM,0,0.0,0.0,0.0,0,0.0,0.36,0,0.36,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT FM,0,0.36,0.0,0.72,0,0.0,0.0,0,0.36,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT HJ,0,0.0,0.0,0.36,0,0.0,0.0,0,0.0,0.0,0.36,0.0,0.0,0.0
Des Moines,PCT MY,0,0.36,0.0,0.72,0,0.0,0.36,0,0.0,0.0,0.0,0.0,0.0,0.0
Des Moines,PCT PW,0,0.36,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Des Moines,PCT UNION,0,0.0,0.0,0.36,0,0.0,0.0,0,0.36,0.0,0.0,0.0,0.0,0.0
Des Moines,PCT WB,0,0.36,0.0,0.72,0,0.0,0.0,0,0.72,0.0,0.36,0.0,0.0,0.0
Dickinson,Precinct No. 01,0,0.125,0.0,0.0,0,0.0,0.125,0,0.25,0.0,0.125,0.0,0.0,0.0
Dickinson,Precinct No. 02,0,0.25,0.0,0.25,0,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 03,0,0.25,0.0,0.25,0,0.0,0.125,0,0.125,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 04,0,0.0,0.0,0.0,0,0.0,0.125,0,0.125,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 05,0,0.125,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.25,0.0,0.0,0.0
Dickinson,Precinct No. 06,0,0.0,0.0,0.125,0,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 07,0,0.0,0.0,0.0,0,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 08,0,0.25,0.0,0.5,0,0.0,0.25,0,0.5,0.0,0.25,0.0,0.0,0.0
Dickinson,Precinct No. 09,0,0.0,0.0,0.125,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,0,0.125,0.0,0.125,0,0.0,0.125,0,0.0,0.0,0.125,0.0,0.0,0.0
Dickinson,Precinct No. 11,0,0.125,0.0,0.125,0,0.0,0.25,0,0.25,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 12,0,0.125,0.0,0.125,0,0.0,0.125,0,0.125,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 13,0,0.25,0.0,0.25,0,0.0,0.0,0,0.25,0.0,0.0,0.0,0.0,0.0
Dickinson,Precinct No. 14,0,0.125,0.0,0.125,0,0.0,0.0,0,0.125,0.0,0.125,0.0,0.0,0.0
Dickinson,Precinct No. 15,0,0.5,0.0,0.5,0,0.0,0.375,0,0.25,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_01,0,0.8,0.0,0.8,0,0.0,0.5333,0,0.0,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_02,0,0.8,0.0,1.0667,0,0.0,0.5333,0,0.0,0.0,0.8,0.0,0.0,0.0
Dubuque,Dubuque_03,0,0.5333,0.0,0.5333,0,0.0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_04,0,1.0667,0.0,0.8,0,0.0,0.0,0,0.8,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_05,0,0.8,0.0,1.0667,0,0.0,0.0,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_06,0,0.5333,0.0,0.5333,0,0.0,0.2667,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_07,0,0.8,0.0,1.0667,0,0.0,0.0,0,0.8,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_08,0,0.5333,0.0,0.5333,0,0.0,0.2667,0,0.5333,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_09a,0,0.2667,0.0,0.5333,0,0.0,0.0,0,0.8,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_10,0,0.5333,0.0,0.8,0,0.0,0.0,0,1.0667,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_11,0,0.5333,0.0,0.5333,0,0.0,0.0,0,0.8,0.0,0.2667,0.0,0.0,0.0
Dubuque,Dubuque_12,0,1.0667,0.0,0.5333,0,0.0,0.0,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_13,0,0.0,0.0,0.8,0,0.0,0.0,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_14,0,0.0,0.0,0.5333,0,0.0,0.0,0,0.8,0.0,0.2667,0.0,0.0,0.0
Dubuque,Dubuque_15,0,0.5333,0.0,0.5333,0,0.0,0.0,0,1.0667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_16,0,0.0,0.0,0.0,0,0.0,0.0,0,0.5333,0.0,0.5333,0.2667,0.0,0.0
Dubuque,Dubuque_17,0,0.0,0.0,0.2667,0,0.0,0.2667,0,0.5333,0.0,0.2667,0.0,0.0,0.0
Dubuque,Dubuque_18,0,0.2667,0.0,0.5333,0,0.0,0.0,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_19,0,0.5333,0.0,0.5333,0,0.0,0.0,0,0.8,0.0,0.8,0.0,0.0,0.0
Dubuque,Dubuque_20,0,0.5333,0.0,0.5333,0,0.0,0.5333,0,0.8,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_31,0,0.8,0.0,1.0667,0,0.0,0.5333,0,0.0,0.0,0.8,0.0,0.0,0.0
Dubuque,Dubuque_32,0,0.5333,0.0,1.0667,0,0.0,0.5333,0,0.5333,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_33,0,0.5333,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_34,0,0.8,0.0,1.3333,0,0.0,0.5333,0,0.0,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_35,0,0.0,0.0,0.2667,0,0.0,0.5333,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_36,0,0.2667,0.0,0.8,0,0.0,0.2667,0,0.5333,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_37,0,0.2667,0.0,0.2667,0,0.0,0.0,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_38,0,0.0,0.0,0.2667,0,0.0,0.2667,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_39,0,0.5333,0.0,0.2667,0,0.0,0.2667,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_40,0,0.5333,0.0,0.2667,0,0.0,0.2667,0,0.0,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_41,0,0.5333,0.0,0.8,0,0.0,0.2667,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_42,0,0.5333,0.0,0.5333,0,0.0,0.2667,0,0.2667,0.0,0.2667,0.0,0.0,0.0
Dubuque,Dubuque_43,0,0.5333,0.0,0.8,0,0.0,0.0,0,0.5333,0.0,0.5333,0.0,0.0,0.0
Dubuque,Dubuque_44,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2667,0.0,0.0,0.0,0.0,0.0
Dubuque,Dubuque_45,0,0.5333,0.0,0.5333,0,0.0,0.0,0,0.5333,0.0,0.0,0.0,0.0,0.0
Emmet,AG-IL-Armstrong,0,0.0,0.0,0.1143,0,0.0,0.1143,0,0.1143,0.1143,0.0,0.0,0.0,0.0
Emmet,CN-SL-Gruver,0,0.1143,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Emmet,DM-JC-Ringsted,0,0.1143,0.0,0.0,0,0.0,0.1143,0,0.0,0.0,0.0,0.0,0.0,0.0
Emmet,EL-LN-Dolliver,0,0.0,0.0,0.1143,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Emmet,Emmet-Estherville,0,0.0,0.0,0.0,0,0.0,0.1143,0,0.0,0.1143,0.0,0.0,0.0,0.0
Emmet,Estherville Ward 1,0,0.1143,0.0,0.1143,0,0.0,0.1143,0,0.1143,0.1143,0.0,0.0,0.0,0.0
Emmet,Estherville Ward 2,0,0.2286,0.0,0.2286,0,0.0,0.0,0,0.0,0.0,0.1143,0.0,0.0,0.0
Emmet,Estherville Ward 3,0,0.0,0.0,0.2286,0,0.0,0.0,0,0.3429,0.0,0.1143,0.0,0.0,0.0
Emmet,Estherville Ward 4,0,0.0,0.0,0.1143,0,0.0,0.1143,0,0.1143,0.0,0.1143,0.0,0.0,0.0
Emmet,Estherville Ward 5,0,0.0,0.0,0.1143,0,0.0,0.0,0,0.1143,0.0,0.1143,0.0,0.0,0.0
Emmet,HL-TM-Wallingford,0,0.1143,0.0,0.1143,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,AUBURN TWP,0,0.12,0.0,0.0,0,0.0,0.0,0,0.0,0.12,0.0,0.0,0.0,0.0
Fayette,BANKS-FREMONT TWP,0,0.12,0.0,0.24,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0
Fayette,BETHEL-WINDSOR TWP,0,0.12,0.0,0.12,0,0.0,0.0,0,0.12,0.0,0.12,0.0,0.0,0.0
Fayette,CENTER TWP,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,CLERMONT TWP,0,0.12,0.0,0.12,0,0.0,0.12,0,0.12,0.0,0.0,0.0,0.0,0.0
Fayette,DOVER TWP,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.12,0.12,0.0,0.0,0.0
Fayette,EDEN TWP,0,0.12,0.0,0.0,0,0.0,0.0,0,0.12,0.0,0.0,0.0,0.0,0.0
Fayette,FAIRBANK INC,0,0.24,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,FAIRFIELD-PUTNAM TWP,0,0.12,0.0,0.12,0,0.0,0.12,0,0.0,0.12,0.0,0.0,0.0,0.0
Fayette,HARLAN TWP,0,0.12,0.0,0.36,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,ILLYRIA TWP,0,0.0,0.0,0.24,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,JEFFERSON TWP,0,0.12,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0
Fayette,OELWEIN - WARD 1,0,0.24,0.0,0.48,0,0.0,0.0,0,0.0,0.0,0.24,0.0,0.0,0.0
Fayette,OELWEIN - WARD 2,0,0.24,0.0,0.36,0,0.0,0.0,0,0.24,0.0,0.0,0.0,0.0,0.0
Fayette,OELWEIN - WARD 3,0,0.36,0.0,0.36,0,0.0,0.0,0,0.24,0.0,0.12,0.0,0.0,0.0
Fayette,OELWEIN - WARD 4,0,0.36,0.0,0.48,0,0.0,0.24,0,0.24,0.0,0.0,0.0,0.0,0.0
Fayette,ORAN TWP,0,0.0,0.0,0.12,0,0.0,0.0,0,0.0,0.12,0.0,0.0,0.0,0.0
Fayette,PLEASANT VALLEY TWP,0,0.0,0.0,0.24,0,0.0,0.24,0,0.12,0.0,0.0,0.0,0.0,0.0
Fayette,SCOTT TWP,0,0.0,0.0,0.0,0,0.0,0.0,0,0.12,0.0,0.0,0.0,0.0,0.0
Fayette,SMITHFIELD TWP,0,0.0,0.0,0.0,0,0.0,0.12,0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,UNION TWP,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0
Fayette,WEST UNION - WARD 1,0,0.12,0.0,0.12,0,0.0,0.12,0,0.0,0.0,0.12,0.12,0.0,0.0
Fayette,WEST UNION - WARD 2,0,0.0,0.0,0.24,0,0.0,0.0,0,0.12,0.0,0.0,0.0,0.0,0.0
Fayette,WEST UNION - WARD 3,0,0.12,0.0,0.12,0,0.0,0.0,0,0.12,0.0,0.12,0.0,0.0,0.0
Fayette,WESTFIELD TWP,0,0.0,0.0,0.24,0,0.0,0.24,0,0.24,0.0,0.12,0.0,0.0,0.0
Floyd,Charles City Corp/CC1,0,0.3333,0.0,0.3333,0,0.0,0.3333,0,0.3333,0.0,0.2222,0.0,0.0,0.0
Floyd,Charles City Corp/CC2,0,0.5556,0.0,0.4444,0,0.0,0.3333,0,0.3333,0.0,0.2222,0.0,0.0,0.0
Floyd,Charles City Corp/CC3,0,0.2222,0.0,0.3333,0,0.0,0.3333,0,0.3333,0.0,0.4444,0.0,0.0,0.0
Floyd,Floyd-Cedar-Niles,0,0.0,0.0,0.2222,0,0.0,0.3333,0,0.2222,0.0,0.1111,0.0,0.0,0.0
Floyd,Rock Grove-Rudd,0,0.3333,0.0,0.3333,0,0.0,0.4444,0,0.3333,0.0,0.0,0.0,0.0,0.0
Floyd,Scott-Union-Pleasant Grove,0,0.2222,0.0,0.1111,0,0.0,0.1111,0,0.0,0.0,0.1111,0.0,0.0,0.0
Floyd,St Charles-Riverton,0,0.2222,0.0,0.4444,0,0.0,0.2222,0,0.0,0.0,0.2222,0.0,0.0,0.0
Franklin,GENEVA/ INGHAM/ EAST MOTT,0,0.1111,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.1667,0.0556,0.0,0.0
Franklin,GRANT/ OSCEOLA,0,0.1111,0.0,0.0,0,0.0,0.0556,0,0.0556,0.0,0.0,0.0,0.0,0.0
Franklin,HAMILTON/ LEE/ REEVE,0,0.0556,0.0,0.1111,0,0.0,0.0,0,0.1111,0.0,0.0,0.0,0.0,0.0
Franklin,HAMPTON 1,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0,0.1111,0.0,0.0,0.0,0.0
Franklin,HAMPTON 2,0,0.1111,0.0,0.2222,0,0.0,0.1111,0,0.1111,0.0,0.0,0.0,0.0,0.0
Franklin,HAMPTON 3,0,0.0,0.0,0.2222,0,0.0,0.0,0,0.3333,0.0,0.1111,0.0,0.0,0.0
Franklin,HAMPTON 4,0,0.2222,0.0,0.1111,0,0.0,0.0,0,0.1667,0.0,0.1111,0.0,0.0,0.0
Franklin,MARION,0,0.0556,0.0,0.1667,0,0.0,0.0,0,0.0556,0.0,0.0,0.0,0.0,0.0
Franklin,OAKLAND/ MORGAN,0,0.0,0.0,0.0,0,0.0,0.1667,0,0.1111,0.0,0.0,0.0,0.0,0.0
Franklin,RICHLAND/ ROSS/ WEST FORK,0,0.0,0.0,0.2222,0,0.0,0.3889,0,0.2778,0.0,0.0,0.0,0.0,0.0
Franklin,WEST MOTT TOWNSHIP,0,0.1111,0.0,0.0556,0,0.0,0.0,0,0.0556,0.0,0.0,0.0,0.0,0.0
Franklin,WISNER/ SCOTT,0,0.0556,0.0,0.0,0,0.0,0.1667,0,0.0,0.0,0.0,0.0,0.0,0.0
Fremont,Farragut,0,0.15,0.0,0.225,0,0.0,0.15,0,0.075,0.0,0.0,0.0,0.0,0.0
Fremont,Green Riverside Scott,0,0.15,0.0,0.225,0,0.0,0.225,0,0.225,0.0,0.0,0.0,0.0,0.0
Fremont,Hamburg/Washington,0,0.15,0.0,0.15,0,0.0,0.0,0,0.15,0.0,0.075,0.0,0.0,0.0
Fremont,Riverton,0,0.0,0.0,0.075,0,0.0,0.0,0,0.0,0.0,0.075,0.0,0.0,0.0
Fremont,Sidney,0,0.225,0.0,0.15,0,0.0,0.225,0,0.3,0.0,0.0,0.0,0.0,0.0
Greene,Central Precinct,0,0.12,0.0,0.12,0,0.0,0.12,0,0.12,0.0,0.12,0.0,0.0,0.0
Greene,East Precinct,0,0.12,0.0,0.36,0,0.0,0.0,0,0.36,0.0,0.0,0.0,0.0,0.0
Greene,Jefferson 1 Precinct,0,0.12,0.0,0.36,0,0.0,0.24,0,0.24,0.0,0.0,0.0,0.0,0.0
Greene,Jefferson 2 Precinct,0,0.0,0.0,0.36,0,0.0,0.24,0,0.36,0.0,0.0,0.0,0.0,0.0
Greene,Jefferson 3 Precinct,0,0.24,0.0,0.48,0,0.0,0.36,0,0.36,0.0,0.0,0.0,0.0,0.0
Greene,North Precinct,0,0.12,0.0,0.24,0,0.0,0.12,0,0.24,0.0,0.0,0.0,0.0,0.0
Greene,West Precinct,0,0.0,0.0,0.12,0,0.0,0.12,0,0.12,0.12,0.0,0.0,0.0,0.0
Grundy,PRECINCT 1,0,0.2,0.0,0.3,0,0.0,0.2,0,0.2,0.0,0.0,0.0,0.0,0.0
Grundy,PRECINCT 2,0,0.0,0.0,0.1,0,0.0,0.0,0,0.1,0.0,0.1,0.0,0.0,0.0
Grundy,PRECINCT 3,0,0.1,0.0,0.2,0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Grundy,PRECINCT 4,0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,0.0,0.1,0.1,0.0,0.0
Grundy,PRECINCT 5,0,0.3,0.0,0.3,0,0.0,0.3,0,0.2,0.0,0.2,0.0,0.0,0.1
Grundy,PRECINCT 6,0,0.4,0.0,0.4,0,0.0,0.3,0,0.2,0.0,0.0,0.0,0.0,0.0
