,,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,First Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,Final Expression,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,SDE,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate,Duplicate
,,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,Bennet,Biden,Bloomberg,Buttigieg,Delaney,Gabbard,Klobuchar,Patrick,Sanders,Steyer,Warren,Yang,Other,Uncommitted,First,Final,First & Final,SDE,Final & SDE,Full,Any
County,Precinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linn,Hiawatha 3,0,12,0,25,0,1,10,0,14,4,24,2,0,0,0,0,0,41,0,0,0,0,0.0,0,39.0,0,0,12,0,0.0,0.0,0.4395,0,0.0,0.0,0,0.0,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Hiawatha4,0,4,0,9,0,0,2,0,3,0,4,1,0,0,0,4,0,9,0,0,2,0,3.0,0,4.0,1,0,0,0,0.0,0.0,0.4395,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Jackson,0,10,0,9,0,0,7,0,8,4,12,0,0,4,0,0,0,25,0,0,0,0,0.0,0,22.0,0,0,0,0,0.0,0.0,0.4395,0,0.0,0.0,0,0.0,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Maine,0,8,0,13,0,0,18,0,28,5,11,3,0,0,0,0,0,19,0,0,27,0,32.0,0,0.0,0,0,0,0,0.0,0.0,0.4395,0,0.0,0.4395,0,0.4395,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 04,0,16,0,19,0,0,0,0,32,0,14,10,0,0,0,16,0,19,0,0,0,0,32.0,0,14.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.0,0,0.4395,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 06,0,38,0,47,0,0,25,0,56,0,41,8,0,0,0,52,0,56,0,0,0,0,57.0,0,46.0,0,0,0,0,0.8791,0.0,0.8791,0,0.0,0.0,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 07,0,41,0,48,0,0,32,0,46,3,34,10,0,12,0,42,0,54,0,0,39,0,56.0,0,35.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 08,0,27,0,23,0,0,18,0,43,5,38,8,2,0,0,29,0,24,0,0,24,0,47.0,0,40.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 09,0,33,0,23,0,0,11,0,34,0,28,8,0,0,0,36,0,33,0,0,0,0,38.0,0,30.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.0,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 10,0,30,0,30,0,0,2,0,40,1,25,7,0,0,0,30,0,33,0,0,0,0,47.0,0,25.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.0,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 12,0,23,0,26,0,0,21,0,27,0,15,9,0,0,0,23,0,31,0,0,26,0,40.0,0,0.0,0,0,0,0,0.0,0.0,0.4395,0,0.0,0.4395,0,0.4395,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion 13,0,43,0,55,0,0,25,0,65,4,37,4,0,0,0,48,0,69,0,0,0,0,68.0,0,42.0,0,0,0,0,0.4395,0.0,0.8791,0,0.0,0.0,0,0.8791,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Marion township,0,20,3,15,0,0,24,0,18,0,15,1,0,0,0,32,0,0,0,0,36,0,0.0,0,0.0,0,0,0,0,0.4395,0.0,0.0,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Monroe 1,0,27,0,21,0,0,22,0,3,4,16,0,0,3,0,28,0,22,0,0,24,0,0.0,0,0.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Monroe 2,0,23,0,38,0,0,31,0,22,0,8,5,0,0,0,30,0,39,0,0,33,0,25.0,0,0.0,0,0,0,0,0.4395,0.0,0.4395,0,0.0,0.4395,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Mount Vernon north,1,21,0,49,0,0,40,0,42,5,62,5,0,12,0,0,0,55,0,0,46,0,44.0,0,66.0,0,0,0,0,0.0,0.0,0.4395,0,0.0,0.4395,0,0.4395,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Otter Creek,0,15,0,17,0,0,0,0,6,1,10,0,0,2,0,16,0,19,0,0,0,0,0.0,0,16.0,0,0,0,0,0.0,0.0,0.4395,0,0.0,0.0,0,0.0,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Putnam,0,20,0,36,0,0,30,0,31,2,18,15,0,0,0,0,0,46,0,0,36,0,39.0,0,24.0,0,0,7,0,0.0,0.0,0.8791,0,0.0,0.4395,0,0.4395,0.0,0.4395,0.0,0.0,0.0,False,False,False,True,False,False,True
Linn,Spring Grove,0,9,0,1,0,0,1,0,2,1,5,0,0,0,0,9,0,1,0,0,1,0,2.0,1,5.0,0,0,0,0,0.4395,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Lyon,PCT 1 GEORGE,0,8,0,6,0,0,1,0,1,0,8,0,0,0,0,8,0,7,0,0,0,0,0.0,0,9.0,0,0,0,0,0.2,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,False,False,False,True,False,False,True
Lyon,PCT 5 LESTER,0,1,0,0,0,0,8,0,8,0,6,0,0,0,0,0,0,0,0,0,12,0,11.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Lyon,PCT 6 LITTLE ROCK,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Lyon,PCT 8 ROCK RAPIDS,0,6,0,10,0,0,10,0,7,0,6,0,0,0,0,6,0,10,0,0,10,0,7.0,0,6.0,0,0,0,0,0.1,0.0,0.2,0,0.0,0.2,0,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Madison,Grand River-Monroe-Webster,0,5,0,3,0,0,0,0,2,0,2,0,0,0,0,5,0,3,0,0,0,0,2.0,0,2.0,0,0,0,0,0.12,0.0,0.12,0,0.0,0.0,0,0.0,0.0,0.12,0.0,0.0,0.0,False,False,False,True,False,False,True
Madison,Jefferson-Lee,0,17,0,23,0,1,15,0,15,1,13,2,1,3,0,17,0,24,0,0,16,0,16.0,0,15.0,0,0,3,0,0.24,0.0,0.24,0,0.0,0.12,0,0.12,0.0,0.12,0.0,0.0,0.0,False,False,False,True,False,False,True
Madison,South,1,17,0,17,0,0,13,0,11,3,14,0,0,0,0,18,0,18,0,0,13,0,12.0,0,15.0,0,0,0,0,0.24,0.0,0.24,0,0.0,0.12,0,0.12,0.0,0.12,0.0,0.0,0.0,False,False,False,True,False,False,True
Mahaska,GARFIELD-LINCOLN-MADISON,0,7,0,11,0,0,2,0,6,0,4,2,0,0,0,8,0,11,0,0,0,0,8.0,0,5.0,0,0,0,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Mahaska,SPRING CREEK,0,8,0,16,0,0,0,0,11,0,6,6,0,0,0,9,0,16,0,0,0,0,11.0,0,0.0,0,0,0,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Marshall,BANGOR/LISCOMB,0,8,0,5,0,0,4,0,5,1,5,0,0,0,0,9,0,12,0,0,0,0,7.0,0,0.0,0,0,0,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Marshall,GREEN CASTLE,0,4,0,7,0,0,2,0,6,0,5,3,0,0,0,0,0,11,0,0,8,0,8.0,0,0.0,0,0,0,0,0.0,0.0,0.16,0,0.0,0.16,0,0.16,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Marshall,JEFFERSON,0,7,0,10,0,0,4,0,6,0,2,0,0,1,0,8,0,14,0,0,0,0,6.0,0,1.0,0,0,1,0,0.16,0.0,0.16,0,0.0,0.0,0,0.16,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Mills,Pacific Junction/Lyons/Platville,0,2,0,6,0,0,0,0,3,1,0,0,0,0,0,3,0,6,0,0,0,0,3.0,0,0.0,0,0,0,0,0.1556,0.0,0.1556,0,0.0,0.0,0,0.1556,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True
Monona,CASTANA CENTER JORDAN,0,0,0,3,0,0,3,0,2,0,5,0,0,0,0,0,0,3,0,0,3,0,2.0,0,5.0,0,0,0,0,0.0,0.0,0.05,0,0.0,0.05,0,0.05,0.0,0.05,0.0,0.0,0.0,False,False,False,True,False,False,True
Monona,ST CLAIR UTE,0,0,0,3,0,0,3,0,2,0,3,0,0,0,0,0,0,3,0,0,3,0,2.0,0,3.0,0,0,0,0,0.0,0.0,0.05,0,0.0,0.05,0,0.05,0.0,0.05,0.0,0.0,0.0,False,False,False,True,False,False,True
Montgomery,WARD2 SHERMAN RO TWP,0,11,2,15,0,0,2,0,16,2,0,0,0,0,0,11,0,19,0,0,0,0,18.0,0,0.0,0,0,0,0,0.16,0.0,0.32,0,0.0,0.0,0,0.32,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Muscatine,Fruitland Two/Lake-Fruitl,0,0,0,13,0,0,6,0,0,0,5,0,0,0,0,0,0,16,0,0,7,0,0.0,0,7.0,0,0,0,0,0.0,0.0,0.1667,0,0.0,0.1667,0,0.0,0.0,0.1667,0.0,0.0,0.0,False,False,False,True,False,False,True
Muscatine,Muscatine 03rd,0,15,0,13,0,1,6,0,30,1,9,6,0,0,0,17,0,15,0,1,0,0,33.0,0,15.0,0,0,0,0,0.3333,0.0,0.1667,0,0.0,0.0,0,0.5,0.0,0.1667,0.0,0.0,0.0,False,False,False,True,False,False,True
Muscatine,Muscatine 07th,0,11,0,10,0,0,2,0,27,0,10,1,0,0,0,13,0,10,0,0,0,0,27.0,0,10.0,0,0,0,0,0.3333,0.0,0.1667,0,0.0,0.0,0,0.5,0.0,0.1667,0.0,0.0,0.0,False,False,False,True,False,False,True
Muscatine,Pike-City,0,8,0,8,0,0,0,0,7,0,0,0,0,0,0,8,0,9,0,0,0,0,0.0,0,0.0,0,0,6,0,0.1667,0.0,0.1667,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Muscatine,Seventy-Six/Cedar-Seventy,0,3,0,6,0,0,6,0,0,3,7,0,1,1,0,0,0,11,0,0,7,0,0.0,0,8.0,0,0,0,0,0.0,0.0,0.1667,0,0.0,0.1667,0,0.0,0.0,0.1667,0.0,0.0,0.0,False,False,False,True,False,False,True
Osceola,Ashton Precinct 0100,0,4,0,2,0,0,1,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,0.0,0,0.0,0,0,0,0,0.1,0.0,0.1,0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Osceola,Melvin Precinct 0400,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Out of State Satellite,"Tbilisi, Republic of Georgia - Home of Joshua Kucera",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0101,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,False,True
Plymouth,Plymouth 05/Rm,0,13,0,7,0,0,4,0,9,0,0,0,0,0,0,15,0,9,0,0,0,0,9.0,0,0.0,0,0,0,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Plymouth,Plymouth 07/Mr,0,13,0,5,0,0,3,0,13,0,3,0,0,0,0,13,0,8,0,0,0,0,13.0,0,0.0,0,0,3,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Plymouth,Plymouth 10/Kl,0,8,0,8,0,0,2,0,7,0,0,1,0,2,0,8,0,11,0,0,0,0,7.0,0,0.0,0,0,2,0,0.225,0.0,0.225,0,0.0,0.0,0,0.225,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-06,0,40,3,49,0,4,39,0,36,14,40,13,0,0,0,46,0,61,0,0,46,0,41.0,0,43.0,0,0,1,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-07,0,30,2,50,0,0,10,0,41,7,34,16,0,3,0,33,0,71,0,0,0,0,45.0,0,38.0,0,0,6,0,0.2798,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-08,2,11,0,58,0,0,41,0,42,0,52,21,0,0,0,0,0,69,0,0,50,0,51.0,0,55.0,0,0,0,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-10,0,32,0,57,0,2,29,0,41,1,35,10,0,2,0,35,0,83,0,0,0,0,44.0,0,45.0,0,0,0,0,0.2798,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-11,0,33,0,34,0,0,19,0,61,0,42,3,3,0,0,42,0,38,0,0,0,0,61.0,0,52.0,0,0,2,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ANKENY-15,0,35,1,66,0,0,13,0,49,0,34,28,0,0,0,40,0,86,0,0,0,0,55.0,0,43.0,0,0,1,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CLAY-01,0,14,0,16,0,0,17,0,12,0,13,0,0,0,0,18,0,24,0,0,22,0,0.0,0,0.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CLIVE-01,0,29,0,23,0,2,9,0,38,2,24,8,0,2,0,31,0,32,0,0,0,0,42.0,0,32.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CLIVE-02,0,42,0,48,0,0,41,0,62,7,44,10,0,1,0,42,0,58,0,0,45,0,64.0,0,45.0,0,0,1,0,0.2798,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CLIVE-03,1,57,1,86,0,1,67,0,51,4,63,22,0,0,0,59,0,90,0,0,70,0,61.0,0,70.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CLIVE-04,0,72,0,86,0,1,97,0,25,0,64,19,0,1,0,74,0,94,0,0,103,0,0.0,0,76.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.8394,0,0.0,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,CROCKER-02,2,20,1,29,0,0,32,0,13,0,24,10,0,1,0,0,0,30,0,0,33,0,23.0,0,25.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DELAWARE-02,0,2,0,1,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6.0,0,7.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-01,0,17,0,14,0,0,4,0,15,1,11,3,0,0,0,20,0,16,0,0,0,0,17.0,0,12.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-03,0,31,0,40,0,0,0,0,49,0,27,5,0,0,0,32,0,40,0,0,0,0,51.0,0,29.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-04,1,11,0,10,0,0,5,0,13,0,7,4,0,0,0,11,0,12,0,0,0,0,16.0,0,8.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-05,0,0,0,13,0,0,8,0,32,2,11,6,0,0,0,0,0,15,0,0,12,0,35.0,0,12.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-06,0,2,0,17,0,0,6,0,35,9,15,8,0,0,0,0,0,20,0,0,0,0,43.0,0,19.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-07,0,0,0,47,0,0,0,0,91,0,41,0,0,0,0,0,0,53,0,0,0,0,96.0,0,49.0,0,0,0,0,0.0,0.0,0.8394,0,0.0,0.0,0,1.1192,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-10,0,48,2,60,0,0,51,0,61,11,58,17,0,1,0,51,0,72,0,0,53,0,67.0,0,64.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-13,0,19,0,32,0,2,17,0,44,0,33,7,0,1,0,25,0,38,0,0,0,0,49.0,0,38.0,0,0,5,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-14,0,20,0,39,0,0,13,0,46,3,27,9,0,4,0,25,0,52,0,0,0,0,50.0,0,31.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.0,0,0.2798,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-19,0,3,0,19,0,0,0,0,47,0,25,5,0,0,0,0,0,22,0,0,0,0,51.0,0,25.0,0,0,1,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-21,0,32,0,30,0,0,1,0,60,5,40,12,0,2,0,34,0,35,0,0,0,0,65.0,0,44.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-24,0,15,0,16,1,0,8,0,21,0,3,1,0,4,0,15,0,18,0,0,12,0,24.0,0,0.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-30,1,11,0,13,0,1,0,0,35,0,12,2,0,0,0,12,0,13,0,0,0,0,37.0,0,12.0,0,0,1,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-31,0,18,0,14,0,0,6,0,45,5,18,5,1,2,0,24,0,19,0,1,0,0,47.0,0,19.0,2,0,2,0,0.5596,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-47,1,22,0,71,0,1,26,1,107,3,104,24,3,3,0,0,0,107,0,0,0,0,113.0,0,131.0,0,0,0,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-48,0,1,1,6,0,0,2,0,15,0,8,5,0,0,0,0,0,0,0,0,0,0,17.0,0,13.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-53,0,13,0,13,0,0,2,0,19,0,10,2,0,1,0,15,0,15,0,0,0,0,20.0,0,10.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-54,0,18,0,17,0,0,5,0,70,4,25,16,0,0,0,0,0,28,0,0,0,0,73.0,0,29.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-57,0,24,0,58,0,0,25,0,140,2,107,24,4,1,0,0,0,88,0,0,0,0,148.0,0,138.0,0,0,0,0,0.0,0.0,0.5596,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-60,0,51,1,95,0,0,67,0,99,14,104,31,0,0,0,0,0,113,0,0,92,0,109.0,0,129.0,0,0,0,0,0.0,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-61,2,67,6,89,0,0,109,0,58,9,78,16,0,4,0,75,0,104,0,0,121,0,0.0,0,83.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.8394,0,0.0,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-63,0,70,1,117,0,0,78,0,80,19,87,9,0,3,0,71,0,124,0,0,81,0,83.0,0,96.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.5596,0,0.5596,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-65,0,59,0,88,0,0,33,0,85,17,71,15,0,1,0,74,0,109,0,0,0,0,89.0,0,92.0,0,0,0,0,0.5596,0.0,0.8394,0,0.0,0.0,0,0.8394,0.0,0.8394,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-67,0,3,0,9,0,0,7,0,16,0,6,6,0,0,0,0,0,19,0,0,0,0,25.0,0,0.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.2798,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-68,0,11,0,20,0,0,2,0,41,1,15,3,0,0,0,0,0,22,0,0,0,0,45.0,0,18.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-69,0,28,0,33,0,0,12,0,52,0,22,6,0,2,0,33,0,50,0,0,0,0,74.0,0,0.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,1.1192,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-73,0,31,0,66,0,0,23,0,92,5,34,10,0,5,0,0,0,66,0,0,0,0,92.0,0,45.0,0,0,0,0,0.0,0.0,0.8394,0,0.0,0.0,0,1.1192,0.0,0.5596,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-74,0,13,0,16,0,0,12,0,21,0,12,1,0,0,0,17,0,17,0,0,16,0,25.0,0,0.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.2798,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-75,1,28,0,17,0,0,0,0,49,3,16,4,0,2,0,31,0,18,0,0,0,0,50.0,0,20.0,0,0,1,0,0.5596,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-77,0,18,0,18,0,0,5,0,50,0,17,2,0,0,0,20,0,21,0,0,0,0,50.0,0,18.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.0,0,0.8394,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,66,0,0,0,0,101.0,0,0.0,0,0,0,0,0.5596,0.0,1.1192,0,0.0,0.0,0,1.1192,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True
Polk,DES MOINES-83,0,20,0,16,0,0,0,0,36,1,11,5,0,0,0,23,0,19,0,0,0,0,39.0,0,0.0,0,0,0,0,0.5596,0.0,0.5596,0,0.0,0.0,0,1.1192,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,DES MOINES-84,0,4,0,10,0,1,7,0,27,0,6,4,0,0,0,0,0,11,0,0,9,0,29.0,0,9.0,0,0,0,0,0.0,0.0,0.2798,0,0.0,0.2798,0,0.5596,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,ELKHART-01,0,15,1,26,0,0,15,0,14,2,15,4,14,0,0,15,0,27,0,0,18,0,14.0,0,17.0,0,14,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,FOUR MILE-01,0,24,0,25,0,0,19,0,18,1,19,0,0,0,0,24,0,25,0,0,19,0,18.0,1,19.0,0,0,0,0,0.2798,0.0,0.5596,0,0.0,0.2798,0,0.2798,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
Polk,FRANKLIN-01,0,26,0,22,0,1,27,0,4,6,17,0,0,1,0,28,0,24,0,0,30,0,0.0,0,19.0,0,0,0,0,0.2798,0.0,0.2798,0,0.0,0.2798,0,0.0,0.0,0.2798,0.0,0.0,0.0,False,False,False,True,False,False,True
